ASK
time ($\mu$ s),Amplitude
0.0,0.6908488228798486
0.009999999776482582,6.773980106475396
0.019999999552965164,16.385083546076938
0.029999999329447746,21.686274909836325
0.03999999910593033,18.464026862293153
0.05000000074505806,33.467513865531494
0.05999999865889549,38.524240106911286
0.07000000029802322,44.33787358045674
0.07999999821186066,43.08730832139645
0.09000000357627869,56.70223201630948
0.10000000149011612,57.56353039803212
0.10999999940395355,59.61383776018204
0.11999999731779099,59.191236426875044
0.1300000101327896,71.03871017026923
0.14000000059604645,74.06152185341718
0.15000000596046448,84.49048947374752
0.1599999964237213,85.69557411687276
0.16999998688697815,89.37287193788272
0.18000000715255737,93.78616194503094
0.1899999976158142,92.73105399923985
0.20000000298023224,94.0100518906407
0.20999999344348907,97.93702376857976
0.2199999988079071,91.38729250509041
0.23000000417232513,96.6617645647139
0.23999999463558197,92.99535915713687
0.25,101.33725285190278
0.2600000202655792,98.58735713116937
0.26999998092651367,101.01618524238094
0.2800000011920929,102.97092061793147
0.28999999165534973,91.80843764402908
0.30000001192092896,86.53828386868337
0.3100000023841858,89.5870984436123
0.3199999928474426,90.93144205384523
0.33000001311302185,81.21429548093231
0.3399999737739563,76.03160219098852
0.3499999940395355,76.93410211709822
0.36000001430511475,73.47710515145127
0.3700000047683716,75.27211353977323
0.3799999952316284,66.03614546983003
0.38999998569488525,61.012032918363644
0.4000000059604645,59.00487565965561
0.4099999964237213,52.61630173297685
0.41999998688697815,45.56633732838274
0.4300000071525574,47.851197717039256
0.4399999976158142,32.79035566041731
0.44999998807907104,40.15517207859895
0.46000000834465027,22.384690969123394
0.4699999988079071,17.461463006055695
0.47999998927116394,6.009108374653144
0.4899999797344208,8.848098785935933
0.5,-8.48285826842202
0.5099999904632568,-10.421223806357993
0.5200000405311584,-2.6409594548571427
0.5300000309944153,-9.17509898646334
0.5399999618530273,-20.459202574866225
0.5499999523162842,-27.643517181161794
0.5600000023841858,-35.91126966660109
0.5699999928474426,-53.93374546683484
0.5799999833106995,-45.88109757605987
0.5900000333786011,-48.122763218036305
0.6000000238418579,-60.277632358569825
0.60999995470047,-67.1756488479408
0.6200000047683716,-73.25366142431415
0.6299999952316284,-75.62327806133098
0.6399999856948853,-83.72381464525333
0.6499999761581421,-78.70323464834355
0.6600000262260437,-90.68380576836815
0.6700000166893005,-88.06911803502057
0.6799999475479126,-98.82828457533843
0.6899999976158142,-93.72149924014877
0.699999988079071,-102.05977960364443
0.7099999785423279,-100.04251437970115
0.7200000286102295,-96.73174782209604
0.7300000190734863,-93.11134241961375
0.7400000095367432,-98.21155608476535
0.7499999403953552,-99.96171365502715
0.7599999904632568,-103.34143295308338
0.7699999809265137,-98.65812833455038
0.7799999713897705,-87.28227183132627
0.7900000214576721,-105.32821252201651
0.800000011920929,-102.1259596823742
0.8100000023841858,-98.6757361109764
0.8199999928474426,-83.39965459021869
0.8299999833106995,-89.42043004635285
0.8399999737739563,-78.74352155496392
0.8499999642372131,-81.96628498072867
0.8600000143051147,-77.45592350138124
0.8700000047683716,-74.23193681818606
0.8799999952316284,-72.87842339046367
0.8899999856948853,-64.44089476605298
0.8999999761581421,-58.47269049362128
0.9099999666213989,-58.604599016630075
0.9200000166893005,-50.592060723915765
0.9300000071525574,-36.593298259915294
0.9399999976158142,-33.28847189352156
0.949999988079071,-28.44115207602051
0.9599999785423279,-22.803673782854343
0.9699999690055847,-15.158179874511537
0.9799999594688416,-9.792890240425223
0.9900000095367432,-4.120753731255779
1.0,-10.703096044222542
1.0099999904632568,6.469518079678383
1.0199999809265137,20.295500957542732
1.0299999713897705,29.71238813412023
1.040000081062317,28.279123188834962
1.0500000715255737,32.16645397708126
1.0600000619888306,47.45001750620725
1.0699999332427979,37.702111346758635
1.0799999237060547,55.96428396056707
1.0899999141693115,53.40190951641139
1.0999999046325684,52.71415782953697
1.1100000143051147,65.59112075193335
1.1200000047683716,63.14254293227529
1.1299999952316284,64.37120550019428
1.1399999856948853,72.98839804797275
1.149999976158142,82.47205935719715
1.159999966621399,84.95437841980399
1.1700000762939453,89.56397332036366
1.1800000667572021,96.6068299113412
1.190000057220459,94.22154198698064
1.2000000476837158,100.54266482984632
1.209999918937683,97.11231773311931
1.21999990940094,96.15183997995241
1.2299998998641968,94.04677801351619
1.2400000095367432,100.97299262447966
1.25,97.0717655326561
1.2599999904632568,98.01556606078441
1.2699999809265137,100.45269818203708
1.2799999713897705,96.29885527728038
1.2899999618530273,96.32511473718665
1.2999999523162842,97.25770209875661
1.3100000619888306,98.80449664546627
1.3200000524520874,92.0924088357513
1.3300000429153442,82.80550681086768
1.340000033378601,90.92941762400368
1.350000023841858,86.79381629330427
1.3599998950958252,77.85301569913231
1.3700000047683716,66.10245997244499
1.3799999952316284,68.92304525043389
1.3899999856948853,64.4813726244936
1.399999976158142,63.90721132546201
1.409999966621399,45.99957814821879
1.4199999570846558,56.5618451765461
1.4299999475479126,44.6554943757213
1.440000057220459,38.03437888966902
1.4500000476837158,30.694194319434327
1.4600000381469727,30.25889767440355
1.4700000286102295,25.69471665996664
1.4800000190734863,8.169216038090553
1.4900000095367432,11.103639531635984
1.4999998807907104,-2.0801526510875026
1.5099999904632568,-6.851685275925217
1.5199999809265137,-15.197675333238077
